racetime_ms,x,y,z,speed,turning,dist_to_next_cp,action
17330,969.0020141601562,24.02676773071289,431.7478942871094,336,0.0,126.78334804627761,up
17380,968.9896850585938,24.027639389038086,427.0670471191406,337,0.0,122.10416353412678,up
17430,969.0201416015625,24.027074813842773,422.3689880371094,339,0.0,117.40681258758116,up
17490,969.0951538085938,24.024818420410156,416.70880126953125,340,0.0,111.74656606994841,up
17530,969.1622924804688,24.02236557006836,412.9217529296875,341,0.0,107.95905631118512,up
17580,969.2591552734375,24.01942253112793,408.17413330078125,342,0.0,103.21053429479579,up
17640,969.3908081054688,24.017614364624023,402.4742431640625,342,0.0,97.5091599441566,up
17690,969.5094604492188,24.017932891845703,397.72509765625,342,0.0,92.75854054589105,up
17740,969.6342163085938,24.019502639770508,392.9757995605469,342,0.0,88.00760547330556,up
17790,969.763916015625,24.021425247192383,388.21533203125,343,0.0,83.24537233803197,up
17840,969.8975219726562,24.022884368896484,383.4368591308594,345,0.0,78.46503557549745,up
17890,970.0335083007812,24.02346420288086,378.6408386230469,346,0.0,73.6670941009454,up
17940,970.1709594726562,24.023141860961914,373.82745361328125,347,0.0,68.85175593755599,up
18000,970.3363647460938,24.02198028564453,368.0291442871094,349,0.0,63.05109987110652,up
18040,970.4476928710938,24.021089553833008,364.1499938964844,350,0.0,59.170363190924164,up
18100,970.6143188476562,24.020109176635742,358.3109130859375,351,0.0,53.328922459499665,up
18150,970.7539672851562,24.019861221313477,353.42633056640625,352,0.0,48.44236249525228,up
18200,970.8948974609375,24.020112991333008,348.52398681640625,354,0.0,43.53801884042231,up
18250,971.037353515625,24.02068328857422,343.6040344238281,355,0.0,38.616040577050526,up
18300,971.18017578125,24.021310806274414,338.6666259765625,356,0.0,33.67661310978089,up
18350,971.3238525390625,24.021772384643555,333.7117919921875,357,0.0,28.719760598380823,up
18400,971.4678955078125,24.021947860717773,328.7395935058594,359,0.0,23.74556625399017,up
18450,971.6124267578125,24.021821975708008,323.75006103515625,360,0.0,18.754078970687104,up
